name,rate,Mean Rating,cuisines,cost
Karma Kaapi,4.4,4.26,beverages tea,250.0
Peppy Peppers,4.2,3.96,italian north indian mexican,800.0
Saarangi Fine Dining,3.9,3.52,north indian chinese south indian,450.0
Chung's Chinese Corner,3.9,3.52,chinese,700.0
Gustoes Beer House,4.1,3.81,continental italian mexican north indian chinese steak,1.2
SlimSins Cafe,4.1,3.81,cafe healthy food,850.0
Cafe Ajfan,4.2,3.96,cafe continental beverages,700.0
Jcubez,3.8,3.37,finger food,1.3
Cafe Shuffle,4.2,3.96,cafe italian continental,600.0
Krazzy Folds,4.2,3.96,cafe continental sandwich beverages,800.0
Mayuri,4.0,3.67,north indian chinese,650.0
Penthouse Cafe,4.0,3.67,cafe italian continental,700.0
The Blue Wagon - Kitchen,4.6,4.56,cafe beverages,400.0
Smacznego,4.2,3.96,cafe mexican italian momos beverages,550.0
Golden Oak - La Marvella Sarovar Premiere Hotel,4.0,3.67,north indian continental chinese south indian,1.0
Szechuan Dragon,4.2,3.96,chinese thai momos,600.0
The Airos,4.1,3.81,cafe italian pizza,650.0
The Royal Corner - Pai Viceroy,4.2,3.96,north indian chinese,900.0
Halli Jonne Biriyani,4.2,3.96,biryani kebab,400.0
La Casa,3.6,3.07,continental italian chinese north indian,800.0
Punjabi Raswada,3.5,2.93,north indian,800.0
Maiyas,4.0,3.67,north indian south indian fast food juices,200.0
Starbucks,4.1,3.67,cafe desserts,700.0
The Krishna Grand Xpress,4.0,3.67,south indian fast food,350.0
Euki,4.1,3.81,italian mexican,900.0
Udupi Sri Krishna Cafe,3.9,3.52,north indian south indian,600.0
Thamboola,3.9,3.52,north indian chinese continental,800.0
San Churro Cafe,3.8,3.37,cafe mexican italian,800.0
J Spice,3.8,3.37,north indian chinese,750.0
Kailash Parbat,3.8,2.7,south indian chinese north indian,1.2
Empark Inn Restaurant,3.7,3.22,north indian chinese south indian,350.0
Ragoo's,3.9,3.52,italian pizza north indian salad,800.0
Vietnamese Kitchen,3.6,3.07,vietnamese,700.0
Desi Inn,3.5,2.93,north indian,300.0
Sukh Sagar,3.8,3.37,south indian north indian chinese street food,450.0
Revoli Hotel,3.5,2.93,south indian chinese,450.0
Bengaluru Cafe,4.4,4.26,south indian,150.0
Cafe Vivacity,3.8,3.37,cafe,650.0
Swathi Deluxe Restaurant,3.0,2.19,north indian,500.0
De Thaali,3.9,3.52,north indian chinese rolls,550.0
The Lounge - Eden Park Restaurants,3.7,3.22,north indian afghani,1.35
Roving Feast,4.0,3.67,italian continental fast food chinese momos,450.0
Hara Fine Dine,4.0,3.67,north indian chinese,800.0
Nandhini Deluxe,3.5,2.42,north indian,600.0
Hotel New Karavali,3.8,3.37,mangalorean south indian north indian,300.0
Al-Madina Restaurant,3.4,2.78,arabian north indian chinese kerala,400.0
NV Naidu Hotel,3.9,3.52,biryani,250.0
Taj Restaurant,3.8,3.37,north indian biryani,400.0
Vakulaa Veg Restaurant,3.9,3.52,south indian north indian,200.0
Blue Wings Bar & Restaurant,3.7,3.22,north indian chinese,700.0
Anand Sweets and Savouries,3.7,3.44,mithai street food,400.0
Brahmin Tiffins & Coffee,4.2,3.96,south indian,100.0
Upahara Darshini,3.8,3.62,south indian north indian chinese,400.0
Alfa Family Restaurant,3.0,2.19,north indian arabian chinese,400.0
Kirthi's Biryani,3.8,3.37,chinese cafe italian,700.0
The Krishna Grand,3.9,3.52,north indian south indian chinese fast food juices,750.0
Clove Rooftop,3.8,3.37,konkan seafood,1.0
New Imperial Restaurant,3.7,3.22,north indian chinese,450.0
La Grande Cafe,3.8,3.37,cafe,400.0
Rustic Stove,3.8,3.37,north indian south indian biryani beverages,900.0
Pure & Natural,3.9,3.52,fast food continental beverages salad healthy food,500.0
Bhattara Bhojana,3.6,3.07,south indian,150.0
Sri Laxmi Venkateshwara Coffee Bar,4.4,4.26,south indian,100.0
Food Springs,4.0,3.67,south indian chinese,400.0
Magic Meals,3.7,3.22,fast food desserts beverages,400.0
Uphar Dharshni,3.6,3.07,south indian north indian,150.0
English Channel,3.7,3.22,finger food,1.2
Tree Top,3.8,3.37,continental chinese north indian south indian,1.0
Sarvam's,3.7,3.22,north indian chinese continental pizza,550.0
Samskruti - Sanman Gardenia,4.1,3.81,north indian chinese south indian,550.0
Messy Bowl,3.8,3.37,fast food beverages,500.0
Petoo,3.9,3.39,north indian fast food street food,800.0
Utsav Restaurant,3.8,3.31,north indian chinese,300.0
Mystique Palate,4.1,3.81,chinese fast food,300.0
The Trundle,3.7,3.22,chinese thai continental north indian,700.0
J K Fish Land,3.6,3.07,seafood mangalorean,300.0
Fanoos Xprss,3.7,3.22,arabian rolls north indian bbq,400.0
Udupi Upachar,3.3,2.63,south indian north indian,500.0
Parimala Sweets,3.5,2.93,mithai street food,200.0
Parivar,3.8,3.37,north indian chinese,500.0
Brahmin Cafe,3.8,3.37,south indian,150.0
Starlite Bakery & Fastfood,3.7,3.22,north indian chinese rolls bakery arabian charcoal chicken desserts,300.0
Iyengar's Inn,4.1,3.81,south indian,100.0
Bella,3.9,3.52,mangalorean seafood south indian,1.0
Kaapi Kendra,3.7,3.22,south indian,100.0
Sandwich Hub,3.4,2.78,fast food sandwich,300.0
Bangalore Agarwal Bhavan,3.9,3.52,street food north indian south indian,400.0
Naidu Military Hotel,2.7,1.74,south indian chinese biryani,600.0
The Sofraah Kebabs & Kurries - Eden Park Restaurants,3.8,3.37,north indian afghani,1.35
Grazers,3.9,3.52,cafe burger continental italian desserts,650.0
Hotel Mangala,3.9,3.52,south indian,250.0
Rolls On Wheels,3.4,2.88,fast food rolls momos,300.0
Vasudev Adiga's,3.8,1.89,south indian north indian chinese street food juices,250.0
Trendz Corner,3.6,3.07,south indian north indian,200.0
Matru Sagar,3.6,3.12,south indian north indian chinese,250.0
Fishland Deluxe,3.5,2.93,south indian north indian chinese kebab,500.0
Hungry Lion,3.0,2.19,street food beverages,200.0
36th Cross Coffee Mane,3.6,3.07,south indian chinese beverages cafe coffee fast food momos north indian,200.0
Chilli Flakes,3.6,3.07,fast food italian beverages,500.0
SLV Swadishta,3.8,3.37,south indian,300.0
Kolbeh,3.7,3.22,fast food,500.0
Karavali Family Restaurant,3.5,2.93,seafood biryani south indian north indian chinese,500.0
The Grillo,2.8,1.89,south indian arabian chinese north indian seafood mangalorean,500.0
Thrilok Restaurant,3.4,2.78,mangalorean seafood,350.0
Bunt's Biriyani Palace,3.0,2.19,north indian south indian chinese biryani seafood,400.0
Upahar Sagar,3.8,3.37,south indian chinese north indian,350.0
Nandhi Andhra Style Family Restaurant,3.4,2.78,seafood biryani south indian north indian chinese kebab,400.0
Davanagere Benne Dose Hut,3.4,2.78,south indian,100.0
Anand Donne Biriyani,3.6,3.07,biryani,200.0
Adda,3.3,2.63,south indian,300.0
New Sagar Fast Food,3.6,3.07,north indian south indian,250.0
The Yellow Chilli,3.8,3.37,north indian mughlai biryani,1.2
Desi Cream Junction,3.7,3.22,chinese north indian pizza italian,650.0
Namma Biryani,3.6,3.07,biryani chinese north indian,250.0
Kababs N Biryani,3.4,2.78,south indian,200.0
Udupi Upahar,3.8,3.37,south indian chinese north indian juices,300.0
Tandoori Knight,3.0,2.19,north indian chinese biryani kebab,450.0
Brew Bakes,3.4,2.78,cafe continental italian,550.0
Karavali Fish Center,3.4,2.78,mangalorean chinese,300.0
Adiga's,3.3,2.63,south indian,150.0
Bread and Circus,3.7,3.22,cafe fast food pizza burger,550.0
Java City,2.6,1.59,cafe american pizza,450.0
Ugadi,2.9,2.04,north indian chinese biryani andhra mangalorean,700.0
The Pizzeria,2.8,1.89,pizza italian salad,800.0
Banashankari Donne Biriyani,3.8,3.37,biryani fast food,300.0
Big Bites,3.6,3.07,chinese fast food,200.0
The Taj Hotel,3.5,2.93,biryani mughlai,350.0
Rasoi,3.3,2.63,north indian chinese,300.0
21 C - La Marvella Sarovar Premiere Hotel,3.6,3.07,continental,1.0
Ayda Persian Kitchen,3.7,3.22,north indian iranian,950.0
Vybhava,3.8,3.37,south indian north indian,250.0
Vijaya Sagar,3.6,3.07,south indian north indian chinese,300.0
As On Fire,3.5,2.93,pizza fast food bbq,400.0
Sri Krishna Sagar,3.2,2.6,north indian chinese,400.0
Lassi Stop,3.4,2.78,beverages fast food juices,150.0
Sri Yaksha Shiv Sagar,3.6,3.07,north indian chinese,600.0
Chumma Delicious,3.7,3.22,south indian fast food,200.0
Khan Saheb Grills and Rolls,3.9,3.52,fast food rolls,350.0
Leon Grill,4.1,3.81,burger turkish arabian fast food salad healthy food desserts,500.0
Krishna Sagar,3.5,2.93,north indian,200.0
Iyer's Tiffin Centre,3.8,3.37,south indian chinese,150.0
Kydz Adda,3.4,2.78,continental,500.0
Hotel Anand Vihar,3.2,2.48,north indian chinese,400.0
Hanumanthanagar Biryani Junction,3.5,2.93,south indian,300.0
Swadesh Tadka,3.5,2.93,north indian chinese beverages,600.0
Wahab,3.7,3.22,north indian mughlai chinese,350.0
Vennela Andhra Meals,3.0,2.19,andhra,400.0
SLV Refreshment,4.1,3.81,south indian,100.0
Pavithra Restaurant,3.4,2.78,south indian north indian chinese,300.0
K27 - The Pub,3.1,2.33,chinese north indian,1.0
Kotian Karavali Restaurant,3.5,2.93,south indian biryani,300.0
Biryani Paradise,3.4,2.78,biryani fast food,400.0
Ande Ka Funda,3.8,3.07,north indian fast food rolls,250.0
Durga Sagar,3.3,2.63,south indian,150.0
Ruchi's Corner,2.7,1.74,fast food,200.0
Brews N Bites,2.9,1.89,chinese fast food cafe,650.0
Anda Ka Funda,3.4,2.78,north indian chinese rolls,250.0
Kaggis,3.8,3.37,fast food bakery,250.0
Darbar,3.0,2.19,north indian chinese,800.0
MRS Paradise,3.4,2.78,south indian north indian chinese,650.0
Shree Sagar,2.8,1.89,north indian south indian chinese,500.0
Beijing Bites,2.7,2.23,chinese thai,850.0
Juicy Momos,3.5,2.73,tibetan momos,250.0
Meat And Eat,3.1,2.63,fast food burger,500.0
Rakesh Kumar Pani Poori,3.6,3.07,street food,100.0
Sangam Military Hotel,3.2,2.48,south indian,250.0
Chatar Patar,3.7,3.22,fast food street food,300.0
Just Bunny,3.5,2.93,fast food,200.0
Aramane Donne Biryani,3.1,2.53,biryani,200.0
VEGeatz,3.4,2.78,south indian north indian,200.0
Just Shawarma,3.8,3.43,arabian,300.0
Adithya,3.7,3.31,south indian north indian chinese,300.0
SVKP Daily Fresh,3.3,2.63,south indian,350.0
Kidambi's Kitchen,3.5,2.93,south indian,300.0
Sea Green Cafe,3.3,2.63,cafe fast food beverages,500.0
Hotel Coronation,3.3,2.63,north indian chinese kebab rolls,350.0
360 Atoms Restaurant And Cafe,3.1,2.33,cafe chinese continental italian,400.0
Shree Balaji Paratha House,3.0,2.19,north indian,200.0
Srinagar Kabab Corner,3.4,2.78,north indian,250.0
Sri Venkateshwara Chat Centre,3.5,2.93,street food,100.0
Donne Biryani,3.2,2.48,biryani,200.0
Saarangi Express,3.4,2.78,fast food south indian,250.0
Sri Udupi Veg,3.3,2.63,south indian,250.0
Adithya Veg,3.3,2.63,south indian chinese,300.0
Nandi Chats and Juice,3.6,3.07,street food,150.0
Atithi Point Ande Ka Funda,3.1,2.33,north indian,150.0
FOOD ADDA,3.2,2.48,fast food,200.0
Coffee Bytes,3.1,2.33,fast food south indian,100.0
Parjanya Chat Zone,3.3,2.63,street food fast food,200.0
Yo Roll Corner,3.0,2.19,street food rolls,200.0
Sri Lakshmi Kabab Center,3.3,2.63,kebab,200.0
Tasty Bites,3.7,3.22,fast food pizza,150.0
Rustic Treats,3.3,2.63,street food cafe,400.0
Hotel Renowned,3.3,2.63,north indian biryani,200.0
Hotel Kalpaka,3.4,2.78,south indian kerala,400.0
Raams Chicken,3.6,3.07,andhra,300.0
Panchami,3.0,2.19,north indian chinese,300.0
Poornima Restaurant,3.3,2.63,south indian,200.0
Canton,3.6,3.07,chinese seafood biryani,800.0
Kavali,4.0,3.67,south indian street food,300.0
Kolkata Restaurant,3.0,2.19,bengali north indian chinese,300.0
People Tree Cafe,3.7,3.22,cafe fast food beverages,400.0
Chung Wah,3.7,3.47,chinese thai momos,850.0
Chinese House,2.8,1.89,chinese thai momos,300.0
Hotel Empark,3.4,2.78,chinese north indian arabian,800.0
Once Upon a Rooftop,4.3,4.11,pizza italian chinese thai,1.0
Soho Bar & Grill,2.7,1.74,north indian chinese thai,1.1
Beetle Juice Bar - Springs Hotel & Spa,3.7,3.22,finger food,2.2
Brew Meister,4.1,3.81,north indian continental finger food american asian,1.5
Salut,4.1,3.81,continental finger food seafood pizza,1.2
Gustoes Beer House,4.1,3.81,continental italian mexican north indian chinese steak,1.2
Jcubez,3.8,3.37,finger food,1.3
The Lounge - Eden Park Restaurants,3.7,3.22,north indian afghani,1.35
Blue Wings Bar & Restaurant,3.7,3.22,north indian chinese,700.0
Clove Rooftop,3.8,3.37,konkan seafood,1.0
K27 - The Pub,3.1,2.33,chinese north indian,1.0
Darbar,3.0,2.19,north indian chinese,800.0
Kava - Fairfield by Marriott,3.9,3.52,north indian south indian continental,1.5
The Fisherman's Wharf,4.4,4.26,seafood goan north indian continental asian,1.4
MoMo Cafe - Courtyard by Marriott,4.2,3.96,asian north indian south indian momos,2.0
Ruh,4.1,3.81,north indian mughlai mediterranean iranian,1.0
Tipsy Bull - The Bar Exchange,4.4,4.26,north indian chinese continental mexican,1.4
Nook - Aloft Bengaluru Cessna Business Park,4.3,4.11,north indian continental asian,1.8
Chaarcoal,4.0,3.67,north indian,1.2
Sharaab Factory,3.9,3.52,biryani north indian,1.5
Skylit - Citrus Hotels,3.6,3.07,north indian mughlai mediterranean,1.5
Punjabi Times,4.1,3.81,north indian,1.1
Flavors of India,3.7,3.22,chinese north indian salad fast food,1.5
Monsoon,2.8,1.89,continental,1.0
BISO - Citrus Hotels,3.0,2.19,north indian italian chinese asian,1.0
Chef's Gallery,3.5,2.93,chinese italian north indian,700.0
Palki's,3.0,2.19,north indian biryani,800.0
W XYZ Bar - Aloft Bengaluru Cessna Business Park,3.8,3.37,finger food north indian,2.0
The Black Pearl,4.8,4.85,north indian european mediterranean bbq,1.5
The Fisherman's Wharf,4.4,4.26,seafood goan north indian continental asian,1.4
Jalsa Gold,4.5,4.41,north indian mughlai italian,1.3
AB's - Absolute Barbecues,4.7,4.7,european mediterranean north indian bbq,1.6
The Hidden Home,4.3,4.11,asian chinese continental north indian south indian,1.3
Barbecoa,4.3,4.11,north indian continental chettinad andhra bengali,1.0
Opus Food Stories,4.7,4.7,goan asian north indian european continental,1.5
Village - The Soul of India,3.9,3.52,north indian lucknowi gujarati maharashtrian south indian bengali,1.1
Little Italy,4.3,4.11,italian pizza,1.5
Xtreme Sports Bar,4.0,3.67,continental chinese north indian,1.3
RRoyal Rajasthan,4.3,4.11,rajasthani north indian,500.0
Flavours - Octave Hotel & Spa,3.0,2.19,north indian chinese,700.0
Equinox Bar - DoubleTree Suites By Hilton,3.9,3.52,continental thai vietnamese american chinese north indian finger food,1.9
Story Time,3.7,3.22,north indian south indian andhra cafe,500.0
The Salad Studio,4.0,3.67,cafe healthy food salad,400.0
Mont Blanc Cafe,3.8,3.37,cafe bakery italian,650.0
Chef Baker's,3.6,3.07,bakery fast food pizza burger cafe,600.0
Cafe Jezve,4.0,3.67,cafe,500.0
Starbucks,3.9,3.67,cafe desserts,700.0
Puro Gusto,3.9,3.52,cafe,400.0
Tata Cha,3.6,3.07,tea fast food cafe,400.0
Cafe Coffee Day,3.1,2.7,cafe fast food,900.0
Tea Totallers,2.9,2.04,cafe continental tea,500.0
Delitz Creamvilla Cafe,4.0,3.67,cafe desserts ice cream,600.0
The Brewing Bean,3.7,3.22,cafe,500.0
Cuppa,3.7,2.73,cafe fast food,550.0
Costa Coffee,3.0,2.19,cafe fast food,500.0
Cafe Olive,3.8,3.37,cafe european beverages italian,550.0
Cafe Thulp,4.0,3.67,cafe burger italian salad,1.0
Chai Resto,3.6,3.07,fast food tea,200.0
Stoner,4.3,4.11,ice cream cafe pizza burger desserts beverages,500.0
Zoey's,4.3,4.11,cafe italian continental burger,600.0
Eating Love,4.3,4.11,cafe italian pizza,800.0
Light House Cafe,3.7,3.22,cafe beverages continental north indian chinese,700.0
Chaai Resto,4.1,3.81,cafe rolls fast food,200.0
Imperio Cafe,3.9,3.52,cafe fast food pizza burger beverages,200.0
eat.fit,4.4,4.41,healthy food north indian biryani continental sandwich desserts,500.0
Sher-E-Punjab,3.4,2.63,north indian chinese,400.0
Blue Berry Restaurant,3.9,2.53,north indian biryani chinese beverages,650.0
BOX8- Desi Meals,4.1,3.81,north indian mughlai fast food,500.0
FreshMenu,3.2,3.04,healthy food chinese biryani north indian continental salad american burger,450.0
Udupi Ruchi,3.8,3.48,south indian north indian chinese street food,200.0
Rangla Punjab,2.9,2.04,north indian chinese,450.0
Thiruvithamkoor Restaurant,3.3,2.63,kerala seafood south indian biryani,400.0
The Paratha Company,4.3,4.11,north indian,400.0
nu.tree,4.4,4.26,north indian healthy food beverages,400.0
Best Of Bengal,3.8,3.37,bengali,300.0
Kerala Panoor Restaurant,3.5,2.93,kerala seafood biryani south indian,350.0
Odians,3.2,2.48,north indian chinese oriya,500.0
Pet Full @ 99,3.1,2.33,north indian,200.0
New Punjabi Dhaba,3.9,3.52,north indian chinese,300.0
Punjabi Dawat,2.9,2.04,north indian chinese,400.0
Burger King,3.8,3.03,burger fast food,500.0
Kerala Mess Upahar,3.7,3.22,kerala biryani south indian,300.0
Phulke Ghar Ke,4.0,3.67,north indian chinese,300.0
XO Belgian Waffle,4.5,3.72,desserts beverages,400.0
Lassi Corner,3.8,3.27,beverages juices ice cream fast food sandwich,200.0
Bathinda Junction,4.0,3.57,north indian,600.0
The Meal Story,4.2,3.96,north indian street food,700.0
Meghana Foods Grand,4.2,3.96,biryani seafood andhra north indian,600.0
Murli,3.9,3.52,north indian chinese street food fast food mithai,500.0
Barbeque Delight,3.8,3.37,arabian kerala north indian chinese bbq,800.0
Basmati Restaurant,3.8,3.37,biryani andhra north indian chinese,900.0
Empire Restaurant,3.8,3.94,north indian mughlai south indian chinese,750.0
Reddy's Restaurant,3.6,3.07,andhra biryani south indian chinese,500.0
Hyderabad Biryaani House,3.7,3.12,biryani north indian chinese,550.0
Sukhi Bhava,3.6,3.07,andhra chinese biryani,300.0
Kanti Sweets,4.0,3.54,mithai street food,400.0
Fun Kitchen,3.8,3.37,north indian chinese fast food,400.0
Hyderabadi Biryani Hub,3.5,2.93,biryani north indian,600.0
Moriz Restaurant,2.9,2.04,arabian north indian seafood chinese biryani,800.0
Polar Bear,3.9,3.47,ice cream desserts beverages sandwich,400.0
Blueberry Restaurant,3.7,3.22,north indian biryani south indian,400.0
Biryani Kitchen,3.9,3.52,biryani,400.0
Udupi Aatithya,4.0,3.67,south indian north indian chinese,300.0
Pepperwood,3.8,3.37,biryani rolls,300.0
Biriyani House,3.6,3.07,biryani,400.0
Punjabi Khana,3.0,2.19,north indian,500.0
Al Daaz,4.2,3.96,north indian continental bbq,550.0
Mojo Pizza - 2X Toppings,4.1,3.91,pizza,600.0
Chai Point,4.0,2.96,tea beverages fast food,250.0
Onesta,4.4,4.44,pizza cafe italian,600.0
Bihar Ki Shan,3.9,3.52,north indian,300.0
Sai Santhi Cafe,3.8,3.37,south indian north indian chinese,400.0
Sri Vishnu Veg,3.5,2.93,south indian,200.0
Shudh,4.1,3.81,north indian,300.0
Biryani Miya,3.8,3.3,biryani north indian,600.0
Mani's Dum Biryani,4.0,3.86,biryani kebab,750.0
Sri Vishnu Grand & Garden Restaurant,3.8,3.37,south indian north indian fast food,500.0
Donne Biriyani House,3.2,3.05,biryani,300.0
Potful,3.8,3.37,biryani kebab rolls mughlai,650.0
Bahar Cafe,4.0,3.67,andhra biryani chinese hyderabadi north indian south indian,750.0
Subway,3.7,3.03,salad fast food,600.0
KFC,3.2,3.26,burger fast food,450.0
DinePost9,3.8,3.37,north indian south indian chinese continental,450.0
Thalassery Restaurant,3.4,2.78,seafood biryani south indian north indian chinese arabian kebab kerala,600.0
Sri Vishnu Grand,3.8,3.37,south indian north indian chinese,400.0
Bathinda Dine,4.0,3.67,north indian,950.0
WOW! Momo,3.5,2.93,chinese momos,400.0
Behrouz Biryani,4.0,3.59,biryani,650.0
Sri Krishna Kitchen,3.6,3.07,north indian chinese,350.0
Maa Bhook Lagi,4.1,3.81,north indian,400.0
Cake Town Cafe,3.9,3.52,bakery desserts,500.0
Kairali Restaurant,3.9,3.52,kerala,200.0
Basaveshwara Khanavali,3.6,3.07,south indian,150.0
Punjabi Food Point,3.3,2.63,north indian mughlai biryani chinese,450.0
Punjabi Tadka,2.8,1.89,north indian chinese,400.0
Costa Biryanis,3.3,2.63,andhra biryani north indian south indian,300.0
Sri Udupi Park,3.1,2.33,south indian north indian chinese beverages,500.0
Pizza Hut,2.8,2.42,pizza fast food,600.0
The Punjabi Rasoi,3.7,3.22,north indian,800.0
Punjab Di Shaan,3.0,2.19,north indian,450.0
Punjabi Nukkad Pure Veg,3.5,2.93,north indian chinese juices,500.0
Atithi Sambrama,3.9,3.52,south indian north indian chinese,200.0
Navya's,2.9,2.04,north indian andhra,600.0
Lassi Shop,3.9,3.26,beverages ice cream fast food,300.0
Mandya Gowdru Donne Biriyani,3.8,3.37,biryani south indian,350.0
Marwari Basa,3.1,2.33,rajasthani north indian,300.0
Indori Zaika,2.8,1.89,north indian,300.0
Mealer.in,3.9,3.59,north indian biryani,450.0
Kya Khaoge,3.7,3.22,north indian chinese,300.0
Rayalaseema Chefs,3.9,3.52,north indian biryani andhra chinese,800.0
Ambur Dum Biriyani,3.4,2.78,biryani,200.0
The Nosh House,4.3,4.11,american italian bakery desserts sandwich beverages salad rolls,600.0
Frozen Bottle,4.0,3.59,beverages desserts,400.0
Warm Oven,3.8,3.47,bakery desserts,500.0
Firangi Bake,4.1,3.7,mexican italian,600.0
Chaarcoal,4.0,3.67,north indian,1.2
Savoury Restaurant,2.9,2.04,arabian north indian chinese kerala seafood biryani,800.0
Delhite Food,3.5,2.93,north indian,300.0
Faasos,4.1,3.65,north indian biryani fast food,500.0
The Flying Cup,4.2,3.96,beverages fast food tea,150.0
The Rasaganga,3.7,3.22,south indian north indian chinese street food,500.0
Udupi Nalapaka,3.7,3.22,south indian north indian chinese,400.0
Sarjapur Social,4.6,4.56,american north indian chinese finger food,1.5
The Fisherman's Wharf,4.4,4.26,seafood goan north indian continental asian,1.4
Just Shawarma,3.9,3.43,arabian,300.0
Konaseema Kitchen,3.8,3.37,north indian biryani andhra south indian,600.0
PSV's Andhra Paradise,3.5,2.93,andhra chinese north indian hyderabadi,600.0
Maia - Eat | Bake | Mom,4.3,4.11,continental north indian beverages,1.2
Punjab Zone,2.9,2.04,north indian,400.0
Yummy Punjabi,2.9,2.04,north indian chinese,400.0
Happy Endings,4.3,4.11,bakery desserts italian,500.0
Meghana Biryani,2.3,1.15,north indian,800.0
Andhra Bhojanam,3.6,3.07,andhra,400.0
Cupcake Bliss,3.3,2.78,bakery,250.0
Spicy Khana Point,3.0,2.19,north indian chinese biryani,500.0
Hyderabad Chefs,4.0,3.67,hyderabadi andhra north indian chinese south indian,800.0
The Hidden Home,4.3,4.11,asian chinese continental north indian south indian,1.3
Byg Brewski Brewing Company,4.9,5.0,continental north indian italian south indian finger food,1.6
Nutty Affair,3.7,3.22,desserts,350.0
Waffle Talesz,3.6,3.07,desserts,200.0
Suryawanshi,4.5,3.62,maharashtrian seafood,700.0
Chili's American Grill & Bar,4.5,4.41,american texmex burger bbq,1.8
Hyderabadi Zaiqa,3.1,2.33,hyderabadi north indian biryani,700.0
RRoyal Rajasthan,4.3,4.11,rajasthani north indian,500.0
Indiana Burgers,3.5,2.85,burger,300.0
Abhiruchi Restaurant,3.4,2.78,andhra north indian chinese,400.0
Pasta Twist Plus,2.6,1.59,fast food continental,400.0
Delite Chaat House,3.5,2.93,street food gujarati,300.0
Hyderabadi Biriyani,3.4,2.78,biryani hyderabadi chinese north indian,800.0
Sri Krishna Sagar,3.5,2.6,south indian north indian chinese street food juices,400.0
Momo Rice Noodles,3.4,2.78,chinese momos,600.0
Bombay Sandwich Company,3.5,2.93,sandwich beverages,400.0
Hungry Bird,3.6,3.07,north indian chinese biryani,400.0
The Good Bowl,3.6,3.07,italian north indian biryani,500.0
The Salad Studio,4.0,3.67,cafe healthy food salad,400.0
Veg Rasoi,3.9,3.52,north indian rajasthani,600.0
Curry Flavours,3.7,3.22,tamil south indian north indian chinese,200.0
Petoo,4.1,3.39,north indian fast food street food,800.0
Dhaba Estd 1986 Delhi,4.4,4.26,north indian,1.1
Inhouse Burger,4.0,3.67,fast food,400.0
Manchow,3.8,3.37,chinese asian momos,600.0
Andhra Vilaas,3.7,3.22,andhra north indian biryani,350.0
Bangaliana,3.7,2.43,bengali,600.0
La Casa Brewery And Kitchen,4.4,4.26,finger food continental seafood,1.5
Biriyani Zone,3.9,3.52,biryani north indian chinese seafood,800.0
Tata Cha,3.6,3.07,tea fast food cafe,400.0
Soup'ermanz Kitchen,4.1,3.81,cafe continental burger,750.0
MAP- My Appetite Place,3.8,3.37,north indian italian chinese,600.0
Healthie,3.9,3.52,healthy food beverages,600.0
Sri Dalma,3.8,3.37,oriya bengali,350.0
Chai World,3.5,2.93,tea beverages sandwich fast food,300.0
Baker's Home,4.0,3.67,bakery desserts,300.0
Paratha Treat,3.6,3.07,north indian,200.0
New Cool Joint,3.5,2.93,fast food beverages ice cream juices sandwich,150.0
Al Khansah,3.9,3.52,biryani mughlai chinese north indian kebab,550.0
Chullah Bhatti,4.0,3.67,north indian chinese,900.0
Matka,3.6,3.15,north indian biryani,500.0
Feel@Home,3.6,3.07,north indian chinese,300.0
Mangala Hotel,3.8,3.37,kerala chinese north indian,300.0
Kabab Magic,3.1,3.44,north indian kebab chinese fast food,400.0
Keventers,3.6,3.3,desserts beverages ice cream,400.0
The Kebab House,4.3,4.11,kebab biryani,250.0
Daniyal's,3.6,2.58,north indian biryani mughlai kebab,800.0
Poha On Wheels,4.1,3.81,street food,100.0
Float,4.4,4.26,north indian japanese,1.5
Domino's Pizza,3.6,3.18,pizza fast food,800.0
Makers of Milkshakes,3.9,3.52,beverages,300.0
Shake It Off,4.0,3.86,beverages fast food,600.0
Udupi Savi Thindi,3.6,3.07,south indian north indian chinese,300.0
Karavali Kitchen,3.1,2.33,mangalorean,400.0
InnerChef,3.9,3.52,north indian continental,500.0
RP Sweets,3.4,2.78,mithai fast food,300.0
